"5564","ROM","All Airports","Rome","Italy","Rome, Italy"
"5565","ROP","Rota International Airport","Rota Island","Northern Mariana Islands","Rota Island, Northern Mariana Islands"
"5566","ROR","Babelthuap Airport","Koror","Palau","Koror, Palau"
"5567","ROS","Rosario - Islas Malvinas International Airport","Rosario","Argentina","Rosario, Argentina"
"5568","ROT","Rotorua Airport","Rotorua","New Zealand","Rotorua, New Zealand"
"5569","ROU","Rousse Airport","Rousse","Bulgaria","Rousse, Bulgaria"
"5570","ROV","Rostov-on-Don Airport","Rostov-on-Don","Russia","Rostov-on-Don, Russia"
"5571","ROW","Roswell International Air Center","Roswell","United States","Roswell, New Mexico, United States"
"5572","ROX","Roseau Municipal Airport (Rudy Billberg Field)","Roseau","United States","Roseau, Minnesota, United States"
"5573","RPB","Belleville Municipal Airport","Belleville","United States","Belleville, Kansas, United States"
"5574","RPD","Rice Lake Regional Airport (Carl's Field)","Rice Lake","United States","Rice Lake, Wisconsin, United States"
"5575","RPH","Graham Municipal Airport","Graham","United States","Graham, Texas, United States"
"5576","RPJ","Rochelle Municipal Airport (Koritz Field)","Rochelle","United States","Rochelle, Illinois, United States"
"5577","RPN","Rosh Pina Airport","Rosh Pina","Israel","Rosh Pina, Israel"
"5578","RPR","Raipur Airport","Raipur","India","Raipur, India"
"5579","RPX","Roundup Airport","Roundup","United States","Roundup, Montana, United States"
"5580","RQB","Roben-Hood Airport","Big Rapids","United States","Big Rapids, Michigan, United States"
"5581","RQE","Window Rock Airport","Window Rock","United States","Window Rock, Arizona, United States"
"5582","RQO","El Reno Regional Airport","El Reno","United States","El Reno, Oklahoma, United States"
"5583","RRG","Sir Gaëtan Duval Airport","Rodrigues Island","[1]","Rodrigues Island, Mauritius,[1]"
"5584","RRK","Rourkela Airport","Rourkela","India","Rourkela, India"
"5585","RRL","Merrill Municipal Airport","Merrill","United States","Merrill, Wisconsin, United States"
"5586","RRQ","Rock Rapids Municipal Airport","Rock Rapids","United States","Rock Rapids, Iowa, United States"
"5587","RRR","Raroia Airport","Raroia","French Polynesia","Raroia, French Polynesia"
"5588","RRS","Røros Airport","Røros","Norway","Røros, Norway"
"5589","RRT","Warroad International Airport (Swede Carlson Field)","Warroad","United States","Warroad, Minnesota, United States"
"5590","RSA","Santa Rosa Airport","Santa Rosa","Argentina","Santa Rosa, Argentina"
"5591","RSH","Russian Mission Airport","Russian Mission","United States","Russian Mission, Alaska, United States"
"5592","RSL","Russell Municipal Airport","Russell","United States","Russell, Kansas, United States"
"5593","RSN","Ruston Regional Airport","Ruston","United States","Ruston, Louisiana, United States"
"5594","RST","Rochester International Airport","Rochester","United States","Rochester, Minnesota, United States"
"5595","RSV","Robinson Municipal Airport","Robinson","United States","Robinson, Illinois, United States"
"5596","RSW","Southwest Florida International Airport","Fort Myers","United States","Fort Myers, Florida, United States"
"5597","RTB","Juan Manuel Gálvez International Airport","Roatán","Honduras","Roatán, Honduras"
"5598","RTC","Ratnagiri Airport","Ratnagiri","Ratnagiri","Ratnagiri"
"5599","RTM","Rotterdam The Hague Airport","Rotterdam","Netherlands","Rotterdam, Netherlands"
"5600","RTN","Raton Municipal Airport (Crews Field)","Raton","United States","Raton, New Mexico, United States"
"5601","RTO","Morrow Field","Colton","United States","Colton, California, United States"
"5602","RTS","Rottnest Island Airport","Rottnest Island","Western Australia","Rottnest Island, Western Australia"
"5603","RTW","Saratov Tsentralny Airport","Saratov","Russia","Saratov, Russia"
"5604","RUA","Arua Airport","Arua","[2]","Arua, Uganda, Arua Airport,[2]"
"5605","RUE","Russellville Regional Airport","Russellville","United States","Russellville, Arkansas, United States"
"5606","RUG","Rugby Municipal Airport","Rugby","United States","Rugby, North Dakota, United States"
"5607","RUH","King Khalid International Airport","Riyadh","Saudi Arabia","Riyadh, Saudi Arabia"
"5608","RUK","Rukumkot Airport","Rukumkot","Nepal","Rukumkot, Nepal"
"5609","RUM","Rumjatar Airport","Rumjatar","Nepal","Rumjatar, Nepal"
"5610","RUN","Roland Garros Airport","St Denis","France","St Denis, Réunion, France"
"5611","RUP","Rupsi Airport","Rupsi","India","Rupsi, Meghalaya, India"
"5612","RUQ","Rowan County Airport","Salisbury","United States","Salisbury, North Carolina, United States"
"5613","RUR","Rurutu Airport","Rurutu","French Polynesia","Rurutu, French Polynesia"
"5614","RUT","Rutland State Airport","Rutland","United States","Rutland, Vermont, United States"
"5615","RVE","Los Colonizadores Airport","Saravena","Colombia","Saravena, Colombia"
"5616","RVJ","Reidsville Municipal Airport (Swinton Smith Field)","Reidsville","United States","Reidsville, Georgia, United States"
"5617","RVK","Rørvik Airport, Ryum","Rørvik","Norway","Rørvik, Norway"
"5618","RVL","Mifflin County Airport","Reedsville","United States","Reedsville, Pennsylvania, United States"
"5619","RVN","Rovaniemi Airport","Rovaniemi","Finland","Rovaniemi, Finland"
"5620","RVS","Richard Lloyd Jones Jr. Airport","Tulsa","United States","Tulsa, Oklahoma, United States"
"5621","RWF","Redwood Falls Municipal Airport","Redwood Falls","United States","Redwood Falls, Minnesota, United States"
"5622","RWI","Rocky Mount-Wilson Regional Airport","Rocky Mount","United States","Rocky Mount, North Carolina, United States"
"5623","RWL","Rawlins Municipal Airport (Harvey Field)","Rawlins","United States","Rawlins, Wyoming, United States"
"5624","RWN","Arens Field","Winamac","United States","Winamac, Indiana, United States"
"5625","RXE","Rexburg-Madison County Airport","Rexburg","United States","Rexburg, Idaho, United States"
"5626","RXS","Roxas Airport","Roxas City","Philippines","Roxas City, Capiz, Philippines"
"5627","RYG","Moss Airport, Rygge / Rygge Air Station","Rygge (near Moss)","Norway","Rygge (near Moss), Norway"
"5628","RYM","Ray S. Miller AAF/NG","Camp Ripley","United States","Camp Ripley, Minnesota, United States"
"5629","RYN","Ryan Field","Tucson","United States","Tucson, Arizona, United States"
"5630","RYV","Watertown Municipal Airport","Watertown","United States","Watertown, Wisconsin, United States"
"5631","RYY","Cobb County Airport (McCollum Field)","Atlanta","United States","Atlanta, Georgia, United States"
"5632","RZE","Rzeszów-Jasionka Airport","Rzeszów","Poland","Rzeszów, Poland"
"5633","RZN","Burnett County Airport","Siren","United States","Siren, Wisconsin, United States"
"5634","RZP","Cesar Lim Rodriguez (Taytay-Sandoval) Airport","Taytay","Philippines","Taytay, Palawan, Philippines"
"5635","RZT","Ross County Airport","Chillicothe","United States","Chillicothe, Ohio, United States"
"5636","RZZ","Halifax County Airport","Roanoke Rapids","United States","Roanoke Rapids, North Carolina, United States"
"5637","SAA","Shively Field","Saratoga","United States","Saratoga, Wyoming, United States"
"5638","SAB","Juancho E. Yrausquin Airport","Saba","Netherlands Antilles","Saba, Netherlands Antilles"
"5639","SAC","Sacramento Executive Airport","Sacramento","United States","Sacramento, California, United States"
"5640","SAD","Safford Regional Airport","Safford","United States","Safford, Arizona, United States"
"5641","SAE","Sangir Airport","Sangir","Indonesia","Sangir, Indonesia"
"5642","SAF","Santa Fe Municipal Airport","Santa Fe","United States","Santa Fe, New Mexico, United States"
"5643","SAG","Sagwon Airport","Sagwon","United States","Sagwon, Alaska, United States"
"5644","SAH","El Rahaba Airport (Sanaa International)","Sana'a","Yemen","Sana'a, Yemen"
"5645","SAI","San Marino Airport","San Marino","Republic of San Marino","San Marino, Republic of San Marino"
"5646","SAJ","Sirajganj Airport","Sirajganj","Bangladesh","Sirajganj, Bangladesh"
"5647","SAK","Sauðárkrókur Airport","Sauðárkrókur","Iceland","Sauðárkrókur, Iceland"
"5648","SAL","Comalapa International Airport (El Salvador International)","San Salvador","El Salvador","San Salvador, El Salvador"
"5649","SAN","San Diego International Airport","San Diego","United States","San Diego, California, United States"
"5650","SAO","All Airports","São Paulo","Brazil","São Paulo, Brazil"
"5651","SAP","La Mesa International Airport","San Pedro Sula","Honduras","San Pedro Sula, Honduras"
"5652","SAR","Sparta Community Airport (Hunter Field)","Sparta","United States","Sparta, Illinois, United States"
"5653","SAS","Salton Sea Airport","Salton City","United States","Salton City, California, United States"
"5654","SAT","San Antonio International Airport","San Antonio","United States","San Antonio, Texas, United States"
"5655","SAV","Savannah/Hilton Head International Airport","Savannah","United States","Savannah, Georgia (near Hilton Head, South Carolina), United States"
"5656","SAW","Sabiha Gökçen International Airport","Istanbul","Turkey","Istanbul, Turkey"
"5657","SAY","Siena Airport","Siena","Italy","Siena, Italy"
"5658","SAZ","Sasstown Airport","Sasstown","Liberia","Sasstown, Liberia"
"5659","SBA","Santa Barbara Municipal Airport","Santa Barbara","United States","Santa Barbara, California, United States"
"5660","SBD","San Bernardino International Airport","San Bernardino","United States","San Bernardino, California, United States"
"5661","SBF","Sardeh Band Airport","Sardeh Band","Afghanistan","Sardeh Band, Afghanistan"
"5662","SBI","Sambailo Airport","Koundara","Guinea","Koundara, Guinea"
"5663","SBK","Saint-Brieuc - Armor Airport","Saint-Brieuc","France","Saint-Brieuc, France"
"5664","SBL","Santa Ana del Yacuma Airport","Santa Ana del Yacuma","Bolivia","Santa Ana del Yacuma, Bolivia"
"5665","SBM","Sheboygan County Memorial Airport","Sheboygan","United States","Sheboygan, Wisconsin, United States"
"5666","SBN","South Bend Regional Airport","South Bend","United States","South Bend, Indiana, United States"
"5667","SBO","Salina-Gunnison Airport","Salina","United States","Salina, Utah, United States"
"5668","SBP","San Luis Obispo County Regional Airport","San Luis Obispo","United States","San Luis Obispo, California, United States"
"5669","SBS","Steamboat Springs Airport (Bob Adams Field)","Steamboat Springs","United States","Steamboat Springs, Colorado, United States"
"5670","SBU","Springbok Airport","Springbok","South Africa","Springbok, South Africa"
"5671","SBW","Sibu Airport","Sibu","Malaysia","Sibu, Malaysia"
"5672","SBX","Shelby Airport","Shelby","United States","Shelby, Montana, United States"
"5673","SBY","Salisbury-Ocean City Wicomico Regional Airport","Salisbury","United States","Salisbury, Maryland, United States"
"5674","SBZ","Sibiu International Airport","Sibiu","Romania","Sibiu, Romania"
"5675","SCB","Scribner State Airport","Scribner","United States","Scribner, Nebraska, United States"
"5676","SCC","Deadhorse Airport","Deadhorse","United States","Deadhorse, Alaska, United States"
"5677","SCD","Sulaco Airport","Sulaco","Honduras","Sulaco, Honduras"
"5678","SCE","University Park Airport","State College","United States","State College, Pennsylvania, United States"
"5679","SCF","Scottsdale Airport","Scottsdale","United States","Scottsdale, Arizona, United States"
"5680","SCH","Schenectady County Airport","Schenectady","United States","Schenectady, New York, United States"
"5681","SCK","Stockton Metropolitan Airport","Stockton","United States","Stockton, California, United States"
"5682","SCL","Arturo Merino Benitez International Airport","Santiago","Chile","Santiago, Chile"
"5683","SCM","Scammon Bay Airport","Scammon Bay","United States","Scammon Bay, Alaska, United States"
"5684","SCN","Saarbrücken Airport","Saarbrücken","Germany","Saarbrücken, Germany"
"5685","SCO","Aktau Airport","Aktau","Kazakhstan","Aktau, Kazakhstan"
"5686","SCQ","Santiago de Compostela Airport","Santiago de Compostela","Spain","Santiago de Compostela, Spain"
"5687","SCS","Scatsta Airport","Sullom Voe","United Kingdom","Sullom Voe, Shetland Islands, United Kingdom"
"5688","SCU","Antonio Maceo International Airport","Santiago","Cuba","Santiago, Cuba"
"5689","SCV","Suceava Airport","Suceava","Romania","Suceava, Romania"
"5690","SCX","Salina Cruz Airport","Salina Cruz","Mexico","Salina Cruz, Oaxaca, Mexico"
"5691","SCY","San Cristóbal Airport","San Cristóbal Island","Ecuador","San Cristóbal Island, Galápagos Islands, Ecuador"
"5692","SDA","Baghdad International Airport (formerly ORBS/Saddam International)","Baghdad","Iraq","Baghdad, Iraq"
"5693","SDC","Comodoro Arturo Merino Benítez International Airport","Santiago","Chile","Santiago, Chile"
"5694","SDD","Lubango Airport","Lubango","Angola","Lubango, Angola"
"5695","SDE","Vicecomodoro Ángel de la Paz Aragonés Airport","Santiago del Estero","Argentina","Santiago del Estero, Argentina"
"5696","SDF","Louisville International Airport (Standiford Field)","Louisville","United States","Louisville, Kentucky, United States"
"5697","SDJ","Sendai Airport","Natori","Japan","Natori, Japan"
"5698","SDK","Sandakan Airport","Sandakan","Malaysia","Sandakan, Malaysia"
"5699","SDL","Sundsvall-Härnösand Airport (Midlanda Airport)","Sundsvall","Sweden","Sundsvall, Sweden"
"5700","SDM","Brown Field Municipal Airport","San Diego","United States","San Diego, California, United States"
"5701","SDN","Sandane Airport, Anda","Gloppen","Norway","Gloppen, Sogn og Fjordane, Norway"
"5702","SDP","Sand Point Airport","Sand Point","United States","Sand Point, Alaska, United States"
"5703","SDQ","Las Américas International Airport","Punta Caucedo (near Santo Domingo)","Dominican Republic","Punta Caucedo (near Santo Domingo), Dominican Republic"
"5704","SDR","Santander - Parayas Airport","Santander","Spain","Santander, Spain"
"5705","SDU","Santos Dumont Airport","Rio de Janeiro","Brazil","Rio de Janeiro, Brazil"
"5706","SDV","Sde Dov Airport","Tel Aviv","Israel","Tel Aviv, Israel"
"5707","SDX","Sedona Airport","Sedona","United States","Sedona, Arizona, United States"
"5708","SDY","Sidney-Richland Municipal Airport","Sidney","United States","Sidney, Montana, United States"
"5709","SEA","Seattle-Tacoma International Airport","SeaTac (near Seattle and Tacoma)","United States","SeaTac (near Seattle and Tacoma), Washington, United States"
"5710","SEE","Gillespie Field","San Diego/El Cajon","United States","San Diego/El Cajon, California, United States"
"5711","SEF","Sebring Regional Airport","Sebring","United States","Sebring, Florida, United States"
"5712","SEG","Penn Valley Airport","Selinsgrove","United States","Selinsgrove, Pennsylvania, United States"
"5713","SEH","Senggeh Airport","Senggeh","Indonesia","Senggeh, Indonesia"
"5714","SEL","All Airports (code was used in Gimpo International Airport)","Seoul","South Korea","Seoul, South Korea"
"5715","SEM","Craig Field","Selma","United States","Selma, Alabama, United States"
"5716","SEN","London Southend Airport","Rochford","United Kingdom","Rochford, Essex, United Kingdom"
"5717","SEP","Clark Field Municipal Airport","Stephenville","United States","Stephenville, Texas, United States"
"5718","SEQ","Sungai Pakning Bengkalis Airport","Sungai Pakning Bengkalis","Indonesia","Sungai Pakning Bengkalis, Indonesia"
"5719","SER","Freeman Municipal Airport","Seymour","United States","Seymour, Indiana, United States"
"5720","SET","San Esteban Airport","San Esteban","Honduras","San Esteban, Honduras"
"5721","SEX","Sembach Airport","Finsterwalde","Germany","Finsterwalde, Germany"
"5722","SEY","Sélibaby Airport","Sélibaby","Mauritania","Sélibaby, Mauritania"
"5723","SEZ","Seychelles International Airport","Mahé","Seychelles","Mahé, Seychelles"
"5724","SFA","Thyna/El Maou Airport","Sfax","Tunisia","Sfax, Tunisia"
"5725","SFB","Orlando Sanford International Airport","Sanford","United States","Sanford, Florida (near Orlando), United States"
"5726","SFD","Las Flecheras Airport","San Fernando de Apure","Venezuela","San Fernando de Apure, Venezuela"
"5727","SFE","San Fernando Airport","San Fernando City","Philippines","San Fernando City, La Union, Philippines"
"5728","SFF","Felts Field","Spokane","United States","Spokane, Washington, United States"
"5729","SFJ","Kangerlussuaq Airport","Kangerlussuaq","Greenland","Kangerlussuaq, Greenland"
"5730","SFL","São Filipe Airport","Fogo","Cape Verde","Fogo, Cape Verde"
"5731","SFM","Sanford Regional Airport","Sanford","United States","Sanford, Maine, United States"
"5732","SFO","San Francisco International Airport","San Francisco","United States","San Francisco, California, United States"
"5733","SFQ","Sanliurfa Airport","Sanliurfa","Turkey","Sanliurfa, Turkey"
"5734","SFY","Tri-Township Airport","Savanna","United States","Savanna, Illinois, United States"
"5735","SFS","Subic Bay International Airport","Morong","Philippines","Morong, Bataan, Philippines"
"5736","SFZ","North Central State Airport","Pawtucket","United States","Pawtucket, Rhode Island, United States"
"5737","SGA","Sheghnan Airport","Sheghnan","Afghanistan","Sheghnan, Afghanistan"
"5738","SGC","Surgut Airport","Surgut","Russia","Surgut, Russia"
"5739","SGD","Sønderborg Airport","Sønderborg","Denmark","Sønderborg, Denmark"
"5740","SGE","Airport Siegerland","Burbach","Germany","Burbach, Germany"
"5741","SGF","Springfield-Branson National Airport","Springfield","United States","Springfield, Missouri, United States"
"5742","SGH","Springfield-Beckley Municipal Airport","Springfield","United States","Springfield, Ohio, United States"
"5743","SGL","Los Pozos Airport","San Gil","Colombia","San Gil, Santander, Colombia"
"5744","SGN","Tan Son Nhat International Airport","Ho Chi Minh City","Vietnam","Ho Chi Minh City, Vietnam"
"5745","SGR","Sugar Land Regional Airport","Sugar Land","United States","Sugar Land, Texas (near Houston), United States"
"5746","SGS","Sanga-Sanga Airport","Bongao","Philippines","Bongao, Tawi-Tawi, Philippines"
"5747","SGT","Stuttgart Municipal Airport","Stuttgart","United States","Stuttgart, Arkansas, United States"
"5748","SGU","St. George Municipal Airport","St. George","United States","St. George, Utah, United States"
"5749","SGY","Skagway Airport","Skagway","United States","Skagway, Alaska, United States"
"5750","SHA","Shanghai Hongqiao International Airport","Shanghai","China","Shanghai, China"
"5751","SHD","Shenandoah Valley Regional Airport","Staunton/Waynesboro/Harrisonburg","United States","Staunton/Waynesboro/Harrisonburg, Virginia, United States"
"5752","SHE","Shenyang Taoxian International Airport","Shenyang","China","Shenyang, China"
"5753","SHG","Shungnak Airport","Shungnak","United States","Shungnak, Alaska, United States"
"5754","SHH","Shishmaref Airport","Shishmaref","United States","Shishmaref, Alaska, United States"
"5755","SHJ","Sharjah International Airport","Sharjah","United Arab Emirates","Sharjah, United Arab Emirates"
"5756","SHL","Sheldon Municipal Airport","Sheldon","United States","Sheldon, Iowa, United States"
"5757","SHN","Sanderson Field","Shelton","United States","Shelton, Washington, United States"
"5758","SHO","Sokcho Airport","Sokcho","South Korea","Sokcho, South Korea"
"5759","SHR","Sheridan County Airport","Sheridan","United States","Sheridan, Wyoming, United States"
"5760","SHV","Shreveport Regional Airport","Shreveport","United States","Shreveport, Louisiana, United States"
"5761","SHX","Shageluk Airport","Shageluk","United States","Shageluk, Alaska, United States"
"5762","SIA","Xiguan Airport, China","Xian","China","Xian, China"
"5763","SIC","Sinop Airport","Sinop","Turkey","Sinop, Turkey"
"5764","SID","Amilcar Cabral International Airport","Sal Island","Cape Verde","Sal Island, Cape Verde"
"5765","SIG","Fernando Luis Ribas Dominicci Airport","San Juan","Puerto Rico","San Juan, Puerto Rico"
"5766","SII","Sania Ramel Airport","Sidi Ifni","Morocco","Sidi Ifni, Morocco"
"5767","SIJ","Siglufjörður Airport","Siglufjörður","Iceland","Siglufjörður, Iceland"
"5768","SIK","Sikeston Memorial Municipal Airport","Sikeston","United States","Sikeston, Missouri, United States"
"5769","SIN","Singapore Changi Airport","Changi","Singapore","Changi, Singapore"
"5770","SIO","Smithton Airport","Smithton","Australia","Smithton, Tasmania, Australia"
"5771","SIP","Simferopol International Airport","Simferopol","Ukraine","Simferopol, Ukraine"
"5772","SIR","Sion Airport","Sion","Switzerland","Sion, Switzerland"
"5773","SIT","Sitka Rocky Gutierrez Airport","Sitka","United States","Sitka, Alaska, United States"
"5774","SIU","Siuna Airport","Siuna","Nicaragua","Siuna, Nicaragua"
"5775","SIV","Sullivan County Airport","Sullivan","United States","Sullivan, Indiana, United States"
"5776","SIY","Siskiyou County Airport","Montague","United States","Montague, California, United States"
"5777","SJC","Norman Y. Mineta San José International Airport","San Jose","United States","San Jose, California, United States"
"5778","SJD","Los Cabos International Airport","Los Cabos","Mexico","Los Cabos, Mexico"
"5779","SJE","Jorge Enrique González Airport","San José del Guaviare","Colombia","San José del Guaviare, Colombia"
"5780","SJI","San Jose Airport","San Jose","Philippines","San Jose, Occidental Mindoro, Philippines"
"5781","SJJ","Sarajevo International Airport","Sarajevo","Bosnia and Herzegovina","Sarajevo, Bosnia and Herzegovina"
"5782","SJK","São José dos Campos Regional Airport","São José dos Campos","Brazil","São José dos Campos, Brazil"
"5783","SJN","St. Johns Industrial Air Park","St. Johns","United States","St. Johns, Arizona, United States"
"5784","SJO","Juan Santamaría International Airport","San José","Costa Rica","San José, Costa Rica"
"5785","SJP","Prof. Eribel Manoel Reino State Airport","São José do Rio Preto","Brazil","São José do Rio Preto, Brazil"
"5786","SJT","San Angelo Regional Airport (Mathis Field)","San Angelo","United States","San Angelo, Texas, United States"
"5787","SJU","Luis Muñoz Marín International Airport","San Juan","Puerto Rico","San Juan, Puerto Rico"
"5788","SJX","Sartaneja Airport","Sarteneja","Belize","Sarteneja, Belize"
"5789","SJY","Seinäjoki Airport","Seinäjoki","Finland","Seinäjoki, Finland"
"5790","SKA","Fairchild Air Force Base","Spokane","United States","Spokane, Washington, United States"
"5791","SKB","Robert L. Bradshaw International Airport","Basseterre","Saint Kitts and Nevis","Basseterre, Saint Kitts and Nevis"
"5792","SKE","Skien Airport, Geiteryggen","Skien","Norway","Skien, Telemark, Norway"
"5793","SKF","Lackland Air Force Base / Kelly Field Annex","San Antonio","United States","San Antonio, Texas, United States"
"5794","SKG","Makedonia Airport","Thessaloniki","Greece","Thessaloniki, Greece"
"5795","SKI","Skikda Airport","Skikda","Algeria","Skikda, Algeria"
"5796","SKK","Shaktoolik Airport (FAA: 2C7)","Shaktoolik","United States","Shaktoolik, Alaska, United States"
"5797","SKN","Stokmarknes Airport, Skagen","Hadsel","Norway","Hadsel, Nordland, Norway"
"5798","SKP","Skopje Airport","Skopje","Macedonia","Skopje, Macedonia"
"5799","SKS","Skrydstrup Airport","Vojens","Denmark","Vojens, Denmark"
"5800","SKT","Sialkot International Airport","Sialkot","Pakistan","Sialkot, Pakistan"
"5801","SKV","St. Catherine International Airport","St. Catherine","Egypt","St. Catherine, Egypt"
"5802","SKW","Skwentna Airport","Skwentna","United States","Skwentna, Alaska, United States"
"5803","SKX","Taos Regional Airport","Taos","United States","Taos, New Mexico, United States"
"5804","SKY","Griffing Sandusky Airport","Sandusky","United States","Sandusky, Ohio, United States"
"5805","SKZ","Sukkur Airport","Sukkur","Pakistan","Sukkur, Pakistan"
"5806","SLA","Martín Miguel de Güemes International Airport","Salta","Argentina","Salta, Salta Province, Argentina"
"5807","SLB","Storm Lake Municipal Airport","Storm Lake","United States","Storm Lake, Iowa, United States"
"5808","SLC","Salt Lake City International Airport","Salt Lake City","United States","Salt Lake City, Utah, United States"
"5809","SLD","Sliač Airport","Sliač","Slovakia","Sliač, Slovakia"
"5810","SLE","McNary Field","Salem","United States","Salem, Oregon, United States"
"5811","SLG","Smith Field","Siloam Springs","United States","Siloam Springs, Arkansas, United States"
"5812","SLH","Cheboygan County Airport","Cheboygan","United States","Cheboygan, Michigan, United States"
"5813","SLI","Los Alamitos Army Airfield","Los Alamitos","United States","Los Alamitos, California, United States"
"5814","SLJ","Hagler Army Airfield","Camp Shelby","United States","Camp Shelby, Mississippi, United States"
"5815","SLK","Adirondack Regional Airport","Saranac Lake","United States","Saranac Lake, New York, United States"
"5816","SLL","Salalah Airport","Salalah","Oman","Salalah, Oman"
"5817","SLM","Matacán Airport","Salamanca","Spain","Salamanca, Spain"
"5818","SLN","Salina Municipal Airport","Salina","United States","Salina, Kansas, United States"
"5819","SLO","Salem-Leckrone Airport","Salem","United States","Salem, Illinois, United States"
"5820","SLP","Ponciano Arriaga International Airport","San Luis Potosí","México","San Luis Potosí, San Luis Potosí, México"
"5821","SLQ","Sleetmute Airport","Sleetmute","United States","Sleetmute, Alaska, United States"
"5822","SLR","Sulphur Springs Municipal Airport","Sulphur Springs","United States","Sulphur Springs, Texas, United States"
"5823","SLS","Silistra Airport","Silistra","Bulgaria","Silistra, Bulgaria"
"5824","SLT","Harriet Alexander Field","Salida","United States","Salida, Colorado, United States"
"5825","SLU","George F. L. Charles Airport","Castries","Saint Lucia","Castries, Saint Lucia"
"5826","SLV","Shimla Airport","Simla","India","Simla, Himachal Pradesh, India"
"5827","SLW","Plan de Guadalupe International Airport","Saltillo","Mexico","Saltillo, Mexico"
"5828","SLZ","Marechal Cunha Machado International Airport","São Luís","Brazil","São Luís, Brazil"
"5829","SMA","Santa Maria Airport","Santa Maria","Portugal","Santa Maria, Portugal"
"5830","SMD","Smith Field","Fort Wayne","United States","Fort Wayne, Indiana, United States"
"5831","SME","Lake Cumberland Regional Airport (J.T. Wilson Field)","Somerset","United States","Somerset, Kentucky, United States"
"5832","SMF","Sacramento International Airport","Sacramento","United States","Sacramento, California, United States"
"5833","SMH","Sapmanga Airport","Sapmanga","Papua New Guinea [1]","Sapmanga, Papua New Guinea [1]"
"5834","SMI","Samos International Airport ""Aristarchos of Samos""","Samos Island","Greece","Samos Island, Greece"
"5835","SMK","St. Michael Airport","St. Michael","United States","St. Michael, Alaska, United States"
"5836","SMM","Semporna Airport","Sabah","Malaysia","Sabah, Malaysia"
"5837","SMN","Lemhi County Airport","Salmon","United States","Salmon, Idaho, United States"
"5838","SMO","Santa Monica Municipal Airport","Santa Monica","United States","Santa Monica, California, United States"
"5839","SMQ","Sampit Airport","Sampit","Indonesia","Sampit, Central Kalimantan (Borneo), Indonesia"
"5840","SMR","Simón Bolívar International Airport","Santa Marta","Colombia","Santa Marta, Colombia"
"5841","SMS","Sainte Marie Airport","Sainte-Marie","United States","Sainte-Marie, Madagascar, United States"
"5842","SMU","Sheep Mountain Airport","Sheep Mountain","United States","Sheep Mountain, Alaska, United States"
"5843","SMV","St Moritz - Samedan Airport","Samedan and St. Moritz","Switzerland","Samedan and St. Moritz, Switzerland"
"5844","SMX","Santa Maria Public Airport (Capt. G. Allan Hancock Field)","Santa Maria","United States","Santa Maria, California, United States"
"5845","SMY","Simenti Airport","Simenti","Senegal","Simenti, Senegal"
"5846","SMZ","Stoelmans Eiland Airport","Stoelmans Eiland","Suriname","Stoelmans Eiland, Suriname"
"5847","SNA","John Wayne Airport (Orange County Airport)","Santa Ana","United States","Santa Ana, California, United States"
"5848","SNB","Snake Bay Airport","Milikapiti","Australia","Milikapiti, Melville Island, Northern Territory, Australia"
"5849","SNC","General Ulpiano Paez Airport","Salinas","Ecuador","Salinas, Ecuador"
"5850","SNE","Preguiça Airport","São Nicolau","Cape Verde","São Nicolau, Cape Verde"
"5851","SNH","Savannah-Hardin County Airport","Savannah","United States","Savannah, Tennessee, United States"
"5852","SNI","Greenville/Sinoe Airport","Greenville","Liberia","Greenville, Liberia"
"5853","SNK","Winston Field","Snyder","United States","Snyder, Texas, United States"
"5854","SNL","Shawnee Regional Airport","Shawnee","United States","Shawnee, Oklahoma, United States"
"5855","SNN","Shannon International Airport","Shannon (County Clare)","Ireland","Shannon (County Clare), Ireland"
"5856","SNP","St. Paul Island Airport","St. Paul Island","United States","St. Paul Island, Alaska, United States"
"5857","SNR","Saint-Nazaire Montoir Airport","Saint-Nazaire","France","Saint-Nazaire, France"
"5858","SNS","Salinas Municipal Airport","Salinas","United States","Salinas, California, United States"
"5859","SNU","Abel Santa María Airport","Santa Clara","Cuba","Santa Clara, Cuba, Cuba"
"5860","SNY","Sidney Municipal Airport (Lloyd W. Carr Field)","Sidney","United States","Sidney, Nebraska, United States"
"5861","SNZ","Santa Cruz Air Force Base","Santa Cruz","Brazil","Santa Cruz, Rio de Janiero, Brazil"
"5862","SOA","Sonora Municipal Airport","Sonora","United States","Sonora, Texas, United States"
"5863","SOB","Sármellék International Airport","Sármellék","Hungary","Sármellék, Hungary"
"5864","SOC","Adi Soemarmo International Airport","Solo City","Indonesia","Solo City, Indonesia"
"5865","SOD","Sorocaba Airport","Sorocaba","Brazil","Sorocaba, São Paulo, Brazil"
"5866","SOF","Sofia Airport","Sofia","Bulgaria","Sofia, Bulgaria"
"5867","SOG","Sogndal Airport, Haukåsen","Sogndal","Norway","Sogndal, Norway"
"5868","SOJ","Sørkjosen Airport","Sørkjosen","Norway","Sørkjosen, Norway"
"5869","SOM","San Tomé Airport","San Tomé","Venezuela","San Tomé, Venezuela"
"5870","SOP","Moore County Airport","Pinehurst/Southern Pines","United States","Pinehurst/Southern Pines, North Carolina, United States"
"5871","SOS","Sayak (Siargao) Airport","Del Carmen","Philippines","Del Carmen, Surigao del Norte, Philippines"
